local_id,state_id
44865,3784663596
44792,4419962155
47104,5071008587
44891,5717026596
47371,2718626449
44471,5157627535
44701,5931543947
44785,3462252917
47178,3911547824
46789,7115642831
46858,8957864250
45807,5251226670
47180,4090867402
45345,1278863098
44866,9217682493
44867,7406873730
45700,7611636846
44883,6570386820
47204,6287680192
44871,3110316963
45038,2508182460
44802,5904570025
44749,5954192010
44642,9727209753
44821,7611438137
44808,2957797168
44755,7088190478
44709,9294543843
44943,2199468543
46699,6126575872
45979,8547047572
44433,3996642194
47230,8589743008
47414,5606405526
44762,2210518337
46406,6557047560
44761,6796809527
47417,7073210362
47044,4007641140
44897,5953146682
47473,3910050134
45154,6381066238
45197,7151257901
45304,8715606186
45106,1679219021
44898,5638231776
45162,7469826276
45258,1047535672
45334,1023508833
45246,9685227115
45145,1413240884
45133,8422725104
45138,4477637698
45451,1330768091
45895,9046198157
45843,2557880526
45182,4542012584
44848,5678525250
45214,8361832318
44750,3997571488
45687,5044146895
45239,9397072552
44773,1626639838
44899,6545543782
46095,7613107018
45140,3185188626
45219,1189489465
44740,1233090628
47107,4660058452
45273,4968678543
45224,9313176756
44763,8347782183
45231,3139730403
44931,3773447177
45386,5651960848
47475,4243783342
45203,5198814707
45384,6982292867
45271,2638229488
44726,4203554411
46097,3969042581
45170,6589337883
44770,8104327121
46841,7642260540
45158,4323143790
46015,5916077335
45107,4466821858
45131,2118338177
45160,9319433714
44828,6629883063
44338,5396608991
44900,1127782798
44827,2313466446
45210,7315968510
47482,4330091520
45257,6064993765
44747,4381347690
45194,8474644113
44976,8204129471
45308,6501340765
45403,1229533132
44847,2465914623
45228,3699418151
47409,4765542682
45187,4429824276
45251,9542638697
45185,3129780341
44902,8718606415
45198,6920417057
47491,2990838183
47489,5120685292
47490,2035369798
44771,6592323374
45274,9714921603
45108,2476064878
45698,3526647276
47126,5408729515
45213,2053482388
45204,1267643856
46826,6568138157
44998,7345348560
45255,7733191252
45232,1272030208
47513,1709375793
44764,2564508611
45110,5397402036
45681,3342506466
44901,3523172905
45212,2472420756
46399,1489540094
45661,9559668284
45141,2216730148
47416,6882091007
45240,2557470677
45186,5504171332
45146,9512991235
45728,7467657963
44737,8438515863
45111,4156608846
45259,1361756395
45282,5096824828
47481,2628707703
44960,7365592765
45193,1328026735
47363,9158775120
44765,5171070126
47486,2195810278
46396,5704337158
46522,8606658903
45143,7268473247
44932,4285928171
47118,2968864097
44730,8547431422
47185,2721393595
47469,7780844013
45329,3710374571
46868,9158082339
45183,9531226304
46870,8306270864
46479,6449047931
45266,8291569544
45226,1642206565
45113,2449748428
46692,8446148302
45190,5192576493
44738,2303568685
45227,7499657215
45276,6282073203
47413,5826237322
46480,8469514304
45115,3150610661
44918,9457143570
45235,8476451728
44910,8563454234
45252,5779613463
45137,8204927488
44727,8342962367
44724,5600460453
45209,2068872208
44914,3553701750
47316,5263399181
45153,6002973540
45295,7066720168
44904,9919770895
46397,6097225860
44915,3928596210
47466,4950235124
45270,6744324486
47462,9042236752
45237,9976750560
46554,7953793457
45265,2517596403
45939,8053510825
44985,9338480998
47199,8226117527
45435,2097620864
46456,8938582558
45269,3168920698
47468,3279478702
44741,6142249890
45797,7284356807
47506,7294542028
45284,2501645376
47474,8031558273
47480,6320207417
45130,5055396366
47217,2474571778
47176,6306100694
45244,5757642573
47478,3470441062
45731,5930075237
47244,3995568685
45277,7289657267
45279,7654328965
45135,5546544524
45260,9611992800
44916,2360778107
45189,6163253965
45241,3567800676
45147,2455917557
44919,5366053945
45202,5905234113
47063,3117655383
45144,9082013578
45184,6042365212
45148,9541580411
46460,2775854136
45317,9558385828
45159,6472286010
45188,4686547559
45278,9529187905
45152,3946428281
47464,1995526236
45173,2463642033
47514,2740412373
45071,5345966046
46142,3718167748
45149,7960290339
45215,3904451651
45156,3736347568
46821,9338274742
45207,7497962886
45245,9109906200
